"Country or Area","Year","Area","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Armenia","1994","Urban","Data tabulated by year of registration","Final figure, complete","1997","3112",""
"Armenia","1994","Rural","Data tabulated by year of registration","Final figure, complete","1997","294",""
"Armenia","1993","Total","Data tabulated by year of registration","Final figure, complete","1997","3068",""
"Armenia","1993","Urban","Data tabulated by year of registration","Final figure, complete","1997","2751",""
"Armenia","1993","Rural","Data tabulated by year of registration","Final figure, complete","1997","317",""
"Armenia","1992","Total","Data tabulated by year of registration","Final figure, complete","1997","3155",""
"Armenia","1992","Urban","Data tabulated by year of registration","Final figure, complete","1997","2748",""
"Armenia","1992","Rural","Data tabulated by year of registration","Final figure, complete","1997","407",""
"Armenia","1991","Total","Data tabulated by year of registration","Final figure, complete","1992","3863",""
"Armenia","1991","Urban","Data tabulated by year of registration","Final figure, complete","1992","3468",""
"Armenia","1991","Rural","Data tabulated by year of registration","Final figure, complete","1992","395",""
"Armenia","1990","Total","Data tabulated by year of registration","Final figure, complete","1991","4347",""
"Armenia","1990","Urban","Data tabulated by year of registration","Final figure, complete","1991","4017",""
"Armenia","1990","Rural","Data tabulated by year of registration","Final figure, complete","1991","330",""
"Armenia","1989","Total","Data tabulated by year of registration","Final figure, complete","1993","4134",""
"Armenia","1989","Urban","Data tabulated by year of registration","Final figure, complete","1993","3762",""
"Armenia","1989","Rural","Data tabulated by year of registration","Final figure, complete","1993","372",""
"Armenia","1988","Total","Data tabulated by year of registration","Final figure, complete","1993","3997",""
"Armenia","1988","Urban","Data tabulated by year of registration","Final figure, complete","1993","3657",""
"Armenia","1988","Rural","Data tabulated by year of registration","Final figure, complete","1993","340",""
"Armenia","1987","Total","Data tabulated by year of registration","Final figure, complete","1992","4240",""
"Armenia","1987","Urban","Data tabulated by year of registration","Final figure, complete","1992","3917",""
"Armenia","1987","Rural","Data tabulated by year of registration","Final figure, complete","1992","323",""
"Armenia","1986","Total","Data tabulated by year of registration","Final figure, complete","1989","3966",""
"Armenia","1985","Total","Data tabulated by year of registration","Final figure, complete","1989","3726",""
"Armenia","1984","Total","Data tabulated by year of registration","Final figure, complete","1989","3536",""
"Armenia","1983","Total","Data tabulated by year of registration","Final figure, complete","1989","3486",""
"Armenia","1982","Total","Data tabulated by year of registration","Final figure, complete","1989","3329",""
"Armenia","1981","Total","Data tabulated by year of registration","Final figure, complete","1989","3295",""
"Armenia","1980","Total","Data tabulated by year of registration","Final figure, complete","1989","3387",""
"Armenia","1979","Total","Data tabulated by year of registration","Final figure, complete","1989","3303",""
"Aruba","2020","Total","Data tabulated by year of occurrence","Final figure, complete","2021","287",""
"Aruba","2019","Total","Data tabulated by year of occurrence","Final figure, complete","2020","361",""
"Aruba","2018","Total","Data tabulated by year of occurrence","Final figure, complete","2020","365",""
"Aruba","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2018","378",""
"Aruba","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2017","382",""
"Aruba","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2016","366",""
"Aruba","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2015","468",""
"Aruba","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2014","477",""
"Aruba","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2014","464",""
"Aruba","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2014","470",""
"Aruba","2010","Total","Data tabulated by year of occurrence","Final figure, complete","2014","457",""
"Aruba","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2014","425",""
"Aruba","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2014","418",""
"Aruba","2007","Total","Data tabulated by year of occurrence","Final figure, complete","2014","444",""
"Aruba","2006","Total","Data tabulated by year of occurrence","Final figure, complete","2014","544",""
"Aruba","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2014","461",""
"Aruba","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2014","484",""
"Aruba","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2014","505",""
"Aruba","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2006","498",""
"Aruba","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2006","325",""
"Aruba","2000","Total","Data tabulated by year of occurrence","Final figure, complete","2006","341",""
"Aruba","1999","Total","Data tabulated by year of occurrence","Final figure, complete","2006","334",""
"Aruba","1998","Total","Data tabulated by year of occurrence","Final figure, complete","2004","331",""
"Aruba","1997","Total","Data tabulated by year of occurrence","Final figure, complete","2004","305",""
"Aruba","1996","Total","Data tabulated by year of occurrence","Final figure, complete","1997","292",""
"Aruba","1995","Total","Data tabulated by year of occurrence","Final figure, complete","1996","246",""
"Aruba","1994","Total","Data tabulated by year of occurrence","Final figure, complete","1995","198",""
"Aruba","1993","Total","Data tabulated by year of occurrence","Final figure, complete","1994","231",""
"Aruba","1992","Total","Data tabulated by year of occurrence","Final figure, complete","1993","219",""
"Aruba","1991","Total","Data tabulated by year of occurrence","Final figure, complete","2004","209",""
"Aruba","1990","Total","Data tabulated by year of occurrence","Final figure, complete","2004","180",""
"Aruba","1989","Total","Data tabulated by year of occurrence","Final figure, complete","2004","216",""
"Aruba","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1985","196",""
"Aruba","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1985","214",""
"Aruba","1986","Total","Data tabulated by year of occurrence","Final figure, complete","1985","191",""
"Aruba","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1985","171",""
"Aruba","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1985","142",""
"Aruba","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1985","160",""
"Aruba","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1985","132",""
"Aruba","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1985","153",""
"Aruba","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1985","127",""
"Aruba","1979","Total","Data tabulated by year of occurrence","Final figure, complete","1985","155",""
"Aruba","1978","Total","Data tabulated by year of occurrence","Final figure, complete","1985","143",""
"Aruba","1977","Total","Data tabulated by year of occurrence","Final figure, complete","1985","102",""
"Aruba","1976","Total","Data tabulated by year of occurrence","Final figure, complete","1985","122",""
"Aruba","1975","Total","Data tabulated by year of occurrence","Final figure, complete","1985","118",""
"Aruba","1974","Total","Data tabulated by year of occurrence","Final figure, complete","1985","110",""
"Aruba","1962","Total","Data tabulated by year of occurrence","Final figure, complete","1985","43",""
"Aruba","1961","Total","Data tabulated by year of occurrence","Final figure, complete","1985","38",""
"Aruba","1960","Total","Data tabulated by year of occurrence","Final figure, complete","1985","41",""
"Aruba","1959","Total","Data tabulated by year of occurrence","Final figure, complete","1985","38",""
