"Country or Area Code","Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"179","Liechtenstein","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.5","7"
"180","Lithuania","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.5",""
"180","Lithuania","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","114.3","3"
"180","Lithuania","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","114.1","3"
"180","Lithuania","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","114.0","3"
"180","Lithuania","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","113.9","3"
"180","Lithuania","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","113.9","3"
"180","Lithuania","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","113.7","3"
"180","Lithuania","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","113.7",""
"180","Lithuania","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","113.5","3"
"180","Lithuania","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","113.2","3"
"180","Lithuania","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","113.0","3"
"180","Lithuania","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","112.6","3"
"180","Lithuania","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","112.3","3"
"180","Lithuania","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.2",""
"180","Lithuania","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","112.0","3"
"180","Lithuania","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.7","3"
"180","Lithuania","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.5","3"
"180","Lithuania","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.4","3"
"180","Lithuania","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.4","3"
"180","Lithuania","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.4",""
"180","Lithuania","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","111.3","3"
"180","Lithuania","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.3","3"
"180","Lithuania","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.5","3"
"180","Lithuania","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.8","3"
"180","Lithuania","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","112.1","3"
"180","Lithuania","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","112.2","3"
"180","Lithuania","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.3",""
"181","Luxembourg","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.6",""
"181","Luxembourg","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.5","3"
"181","Luxembourg","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.7","3"
"181","Luxembourg","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.9","3"
"181","Luxembourg","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.0","3"
"181","Luxembourg","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.9","3"
"181","Luxembourg","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0","3"
"181","Luxembourg","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.1",""
"181","Luxembourg","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.1","3"
"181","Luxembourg","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.3","3"
"181","Luxembourg","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.7","3"
"181","Luxembourg","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.7","3"
"181","Luxembourg","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.8",""
"181","Luxembourg","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.6","3"
"181","Luxembourg","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.6","3"
"181","Luxembourg","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.0","3"
"181","Luxembourg","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.4",""
"181","Luxembourg","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.7",""
"114","Macau SAR","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.0","80"
"114","Macau SAR","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.4","3"
"114","Macau SAR","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.4","3"
"114","Macau SAR","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.5","3"
"114","Macau SAR","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","108.4","3"
"114","Macau SAR","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.4","3"
"114","Macau SAR","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.3","3"
"114","Macau SAR","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.3","80"
"114","Macau SAR","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.2","3"
"114","Macau SAR","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.5","3"
"114","Macau SAR","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.3","3"
"114","Macau SAR","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.9","3"
"114","Macau SAR","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.7","3"
"114","Macau SAR","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.0","80"
"114","Macau SAR","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.9","3"
"114","Macau SAR","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.9","3"
"114","Macau SAR","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.9","3"
"114","Macau SAR","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.2","3"
"114","Macau SAR","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.9","3"
"114","Macau SAR","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.1","3"
"114","Macau SAR","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.0","80"
"114","Macau SAR","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.7","3"
"114","Macau SAR","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.2","3"
"114","Macau SAR","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.3","3"
"114","Macau SAR","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.2","3"
"114","Macau SAR","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.4","3"
"114","Macau SAR","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.2","80"
"185","Macedonia","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.4","81"
"185","Macedonia","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.3",""
"185","Macedonia","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.2",""
"185","Macedonia","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","99.2","3"
"185","Macedonia","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.9",""
"185","Macedonia","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.1","81"
"185","Macedonia","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.8",""
"185","Macedonia","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.8",""
"185","Macedonia","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.8",""
"185","Macedonia","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.8","81"
"185","Macedonia","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","99.7","3"
"185","Macedonia","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.0",""
"185","Macedonia","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","98.0","3"
"185","Macedonia","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.0","3"
"185","Macedonia","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.2","81"
"185","Macedonia","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.8","81"
"47","Madagascar","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.1",""
"47","Madagascar","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.4","7"
"47","Madagascar","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.1",""
"47","Madagascar","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.5","7"
"47","Madagascar","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.6","7"
"47","Madagascar","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.1",""
"47","Madagascar","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","101.0",""
"47","Madagascar","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.1",""
"47","Madagascar","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.2",""
"54","Malawi","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.5",""
"54","Malawi","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.5","12"
"54","Malawi","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.6","82"
"54","Malawi","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.7","82"
"54","Malawi","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.8","82"
"54","Malawi","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.9","82"
"54","Malawi","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.1",""
"54","Malawi","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.9","82"
"54","Malawi","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.1",""
"54","Malawi","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.6",""
"54","Malawi","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.5",""
"54","Malawi","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.3","7"
"54","Malawi","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.5",""
"54","Malawi","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.6",""
"54","Malawi","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","116.5",""
"54","Malawi","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.0",""
"54","Malawi","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.4",""
"118","Malaysia","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.8",""
"118","Malaysia","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.4","7"
"118","Malaysia","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.4","7"
"118","Malaysia","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.4","7"
"118","Malaysia","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.4","7"
"118","Malaysia","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","96.4","83"
"118","Malaysia","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.4","7"
"118","Malaysia","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.6",""
"118","Malaysia","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.2","7"
"118","Malaysia","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.2","7"
"118","Malaysia","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.1","7"
"118","Malaysia","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.6","7"
"118","Malaysia","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.8","7"
"118","Malaysia","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.8",""
"118","Malaysia","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.2","7"
"118","Malaysia","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.5","7"
"118","Malaysia","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.8","7"
"118","Malaysia","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","97.9",""
"118","Malaysia","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.4","7"
"118","Malaysia","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","97.1",""
"118","Malaysia","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.5",""
"121","Malaysia: Peninsular Malaysia","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.2",""
"121","Malaysia: Peninsular Malaysia","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.2",""
"121","Malaysia: Peninsular Malaysia","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.2",""
"121","Malaysia: Peninsular Malaysia","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.3",""
"121","Malaysia: Peninsular Malaysia","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.3",""
"121","Malaysia: Peninsular Malaysia","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.3",""
"115","Maldives","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.0",""
"115","Maldives","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.9","7"
"115","Maldives","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.9","7"
"115","Maldives","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.9","7"
"115","Maldives","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.9","7"
"115","Maldives","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","96.9",""
"115","Maldives","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.1","7"
"115","Maldives","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","94.8",""
"115","Maldives","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.8","7"
"115","Maldives","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.7","7"
"115","Maldives","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.6","7"
"115","Maldives","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.6","7"
"115","Maldives","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","96.4",""
"115","Maldives","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","94.8",""
"115","Maldives","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.3","18"
"115","Maldives","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.2","18"
"115","Maldives","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.1","18"
"115","Maldives","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","95.0",""
"115","Maldives","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.0","7"
"115","Maldives","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.0",""
"115","Maldives","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","92.6",""
"115","Maldives","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","92.9",""
"48","Mali","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.5",""
"48","Mali","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.5",""
"48","Mali","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.0","3"
"48","Mali","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.0","7"
"48","Mali","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.1",""
"48","Mali","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.4",""
"48","Mali","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.7","3"
"48","Mali","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.5",""
"186","Malta","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.3",""
"186","Malta","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8","3"
"186","Malta","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8","3"
"186","Malta","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8","3"
"186","Malta","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0","3"
"186","Malta","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.6","3"
"186","Malta","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.8",""
"186","Malta","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.6","3"
"186","Malta","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.7","3"
"186","Malta","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.7","3"
"186","Malta","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8","3"
"186","Malta","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.4","84"
"186","Malta","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"186","Malta","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.9",""
"186","Malta","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1","3"
"186","Malta","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.2","3"
"186","Malta","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.3","3"
"186","Malta","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.3","3"
"186","Malta","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.5","3"
"186","Malta","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.6",""
"186","Malta","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.4","3"
"186","Malta","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.4","3"
"186","Malta","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.4","3"
"186","Malta","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.9","3"
"186","Malta","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.4","85"
"186","Malta","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.1","3"
"186","Malta","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.4",""
"270","Marshall Islands","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.3","7"
"270","Marshall Islands","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.2","7"
"270","Marshall Islands","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.3","7"
"270","Marshall Islands","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","95.3",""
"270","Marshall Islands","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.4","7"
"270","Marshall Islands","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.4","7"
"270","Marshall Islands","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.3","7"
"270","Marshall Islands","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.6","7"
"270","Marshall Islands","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.6","7"
"270","Marshall Islands","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.1","7"
"270","Marshall Islands","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.0","7"
"270","Marshall Islands","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.9","7"
"270","Marshall Islands","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.8","7"
"270","Marshall Islands","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.7","7"
"270","Marshall Islands","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.6","7"
"270","Marshall Islands","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","95.6",""
"270","Marshall Islands","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.5","7"
"270","Marshall Islands","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.9","7"
"270","Marshall Islands","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.9","7"
"270","Marshall Islands","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.8","7"
"237","Martinique","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.1",""
"237","Martinique","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","112.2","3"
"237","Martinique","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","112.0","3"
"237","Martinique","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.6","3"
"237","Martinique","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","111.3","3"
"237","Martinique","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.3",""
"237","Martinique","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","110.8","3"
"237","Martinique","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.9","3"
"237","Martinique","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.6","3"
"237","Martinique","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.2","3"
"237","Martinique","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.2",""
"237","Martinique","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.8","3"
"237","Martinique","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.8",""
"237","Martinique","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.6",""
"50","Mauritania","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","97.8",""
